# time  created  delivered  delivered/created
18249.0000 306 214 0.6993
18321.0000 307 214 0.6971
18340.3000 307 215 0.7003
18348.0000 308 215 0.6981
18357.2000 308 216 0.7013
18373.0000 308 217 0.7045
18457.0000 309 217 0.7023
18461.5000 309 218 0.7055
18463.8000 309 219 0.7087
18496.1000 309 220 0.7120
18570.0000 310 220 0.7097
18570.7000 310 221 0.7129
18664.0000 311 221 0.7106
18710.0000 312 221 0.7083
18726.0000 313 221 0.7061
18764.2000 313 222 0.7093
18771.3000 313 223 0.7125
18827.0000 314 223 0.7102
18851.0000 315 223 0.7079
18901.2000 315 224 0.7111
18921.0000 316 224 0.7089
18941.0000 317 224 0.7066
19009.7000 317 225 0.7098
19053.0000 318 225 0.7075
19157.0000 319 225 0.7053
19227.3000 319 226 0.7085
19234.3000 319 227 0.7116
19243.8000 319 228 0.7147
19244.0000 320 228 0.7125
19287.0000 321 228 0.7103
19336.6000 321 229 0.7134
19338.0000 322 229 0.7112
19430.0000 323 229 0.7090
19430.4000 323 230 0.7121
19433.5000 323 231 0.7152
19451.0000 324 231 0.7130
19504.3000 324 232 0.7160
19523.0000 325 232 0.7138
19552.0000 326 232 0.7117
19562.0000 327 232 0.7095
19579.0000 328 232 0.7073
19616.0000 329 232 0.7052
19711.0000 330 232 0.7030
19760.0000 331 232 0.7009
19767.0000 332 232 0.6988
19792.2000 332 233 0.7018
19861.2000 332 234 0.7048
19879.0000 333 234 0.7027
19916.0000 334 234 0.7006
19976.7000 334 235 0.7036
19984.0000 335 235 0.7015
20004.5000 335 236 0.7045
20073.0000 336 236 0.7024
20112.0000 337 236 0.7003
20152.3000 337 237 0.7033
20212.0000 338 237 0.7012
20227.0000 339 237 0.6991
20230.1000 339 238 0.7021
20242.0000 340 238 0.7000
20349.0000 341 238 0.6979
20436.0000 342 238 0.6959
20520.6000 342 239 0.6988
20531.0000 343 239 0.6968
20531.0000 344 239 0.6948
20625.0000 345 239 0.6928
20673.0000 346 239 0.6908
20697.0000 347 239 0.6888
20766.8000 347 240 0.6916
20815.0000 348 240 0.6897
20820.0000 348 241 0.6925
20827.0000 349 241 0.6905
20839.8000 349 242 0.6934
20875.4000 349 243 0.6963
20878.9000 349 244 0.6991
20944.0000 350 244 0.6971
20956.8000 350 245 0.7000
21023.5000 350 246 0.7029
21027.5000 350 247 0.7057
21030.0000 351 247 0.7037
21052.0000 352 247 0.7017
21074.9000 352 248 0.7045
21142.0000 353 248 0.7025
21255.0000 354 248 0.7006
21373.0000 355 248 0.6986
21393.0000 356 248 0.6966
21469.0000 357 248 0.6947
21526.0000 358 248 0.6927
21529.3000 358 249 0.6955
21611.0000 359 249 0.6936
21626.0000 359 250 0.6964
21711.0000 360 250 0.6944
21776.9000 360 251 0.6972
21829.0000 361 251 0.6953
21848.3000 361 252 0.6981
21851.6000 361 253 0.7008
21928.0000 362 253 0.6989
22030.0000 363 253 0.6970
22121.0000 363 254 0.6997
22132.2000 363 255 0.7025
22146.0000 364 255 0.7005
22152.5000 364 256 0.7033
22160.0000 365 256 0.7014
22233.0000 366 256 0.6995
22240.0000 367 256 0.6975
22278.5000 367 257 0.7003
22286.0000 368 257 0.6984
22316.0000 368 258 0.7011
22376.9000 368 259 0.7038
22389.0000 369 259 0.7019
22478.0000 370 259 0.7000
22506.9000 370 260 0.7027
22546.0000 371 260 0.7008
22555.0000 372 260 0.6989
22599.7000 372 261 0.7016
22608.3000 372 262 0.7043
22657.0000 373 262 0.7024
22769.0000 374 262 0.7005
22786.0000 375 262 0.6987
22787.0000 376 262 0.6968
22891.0000 377 262 0.6950
22901.6000 377 263 0.6976
22916.0000 378 263 0.6958
22935.0000 379 263 0.6939
22978.3000 379 264 0.6966
22993.3000 379 265 0.6992
23023.9000 379 266 0.7018
23026.2000 379 267 0.7045
23045.1000 379 268 0.7071
23048.0000 380 268 0.7053
23081.0000 381 268 0.7034
23105.6000 381 269 0.7060
23110.1000 381 270 0.7087
23115.0000 382 270 0.7068
23148.6000 382 271 0.7094
23176.9000 382 272 0.7120
23209.0000 383 272 0.7102
23258.0000 383 273 0.7128
23296.0000 384 273 0.7109
23304.0000 384 274 0.7135
23310.0000 385 274 0.7117
23340.0000 386 274 0.7098
23355.0000 387 274 0.7080
23410.0000 388 274 0.7062
23508.0000 389 274 0.7044
23583.0000 389 275 0.7069
23608.7000 389 276 0.7095
23614.0000 390 276 0.7077
23633.0000 391 276 0.7059
23707.1000 391 277 0.7084
23718.0000 392 277 0.7066
23786.0000 393 277 0.7048
23794.2000 393 278 0.7074
23811.8000 393 279 0.7099
23894.0000 394 279 0.7081
23915.0000 395 279 0.7063
23931.2000 395 280 0.7089
24009.0000 396 280 0.7071
24103.0000 397 280 0.7053
24197.0000 398 280 0.7035
24214.3000 398 281 0.7060
24248.0000 399 281 0.7043
24255.5000 399 282 0.7068
24344.3000 399 283 0.7093
24347.0000 399 284 0.7118
24350.6000 399 285 0.7143
24353.5000 399 286 0.7168
24367.0000 400 286 0.7150
24390.0000 401 286 0.7132
24473.5000 401 287 0.7157
24501.0000 402 287 0.7139
24571.6000 402 288 0.7164
24590.0000 403 288 0.7146
24591.2000 403 289 0.7171
24660.6000 403 290 0.7196
24670.9000 403 291 0.7221
24674.0000 404 291 0.7203
24768.7000 404 292 0.7228
24771.0000 405 292 0.7210
24780.4000 405 293 0.7235
24820.0000 406 293 0.7217
24842.2000 406 294 0.7241
24847.0000 407 294 0.7224
24866.1000 407 295 0.7248
24947.6000 407 296 0.7273
24953.0000 408 296 0.7255
24963.0000 409 296 0.7237
24971.9000 409 297 0.7262
25014.0000 410 297 0.7244
25067.7000 410 298 0.7268
25071.0000 410 299 0.7293
25092.0000 411 299 0.7275
25156.8000 411 300 0.7299
25160.0000 412 300 0.7282
25198.0000 413 300 0.7264
25221.0000 414 300 0.7246
25228.9000 414 301 0.7271
25260.6000 414 302 0.7295
25331.0000 415 302 0.7277
25338.2000 415 303 0.7301
25387.0000 416 303 0.7284
25396.0000 416 304 0.7308
25454.1000 416 305 0.7332
25501.0000 417 305 0.7314
25513.0000 418 305 0.7297
25521.0000 419 305 0.7279
25539.0000 420 305 0.7262
25565.0000 421 305 0.7245
25574.4000 421 306 0.7268
25577.7000 421 307 0.7292
25617.0000 422 307 0.7275
25618.0000 423 307 0.7258
25623.5000 423 308 0.7281
25640.0000 424 308 0.7264
25642.0000 425 308 0.7247
25704.0000 426 308 0.7230
25748.0000 427 308 0.7213
25771.1000 427 309 0.7237
25854.0000 428 309 0.7220
25920.7000 428 310 0.7243
25924.6000 428 311 0.7266
25934.7000 428 312 0.7290
25966.0000 429 312 0.7273
25997.4000 429 313 0.7296
26010.0000 430 313 0.7279
26031.3000 430 314 0.7302
26082.0000 430 315 0.7326
26089.1000 430 316 0.7349
26121.0000 431 316 0.7332
26194.0000 432 316 0.7315
26265.0000 433 316 0.7298
26313.7000 433 317 0.7321
26333.7000 433 318 0.7344
26342.0000 434 318 0.7327
26404.0000 435 318 0.7310
26436.0000 436 318 0.7294
26449.0000 437 318 0.7277
26468.0000 438 318 0.7260
26521.0000 439 318 0.7244
26529.4000 439 319 0.7267
26564.0000 440 319 0.7250
26590.7000 440 320 0.7273
26678.0000 441 320 0.7256
26712.0000 442 320 0.7240
26796.3000 442 321 0.7262
26825.0000 443 321 0.7246
26846.0000 444 321 0.7230
26857.0000 445 321 0.7213
26886.9000 445 322 0.7236
26907.0000 446 322 0.7220
26909.0000 447 322 0.7204
26956.0000 448 322 0.7188
26973.9000 448 323 0.7210
26989.2000 448 324 0.7232
27013.0000 449 324 0.7216
27039.0000 450 324 0.7200
27150.0000 451 324 0.7184
27247.0000 452 324 0.7168
27299.9000 452 325 0.7190
27315.0000 453 325 0.7174
27350.8000 453 326 0.7196
27357.0000 454 326 0.7181
27406.5000 454 327 0.7203
27413.0000 455 327 0.7187
27417.4000 455 328 0.7209
27430.6000 455 329 0.7231
27448.5000 455 330 0.7253
27478.0000 456 330 0.7237
27539.0000 457 330 0.7221
27586.1000 457 331 0.7243
27657.0000 458 331 0.7227
27672.2000 458 332 0.7249
27683.9000 458 333 0.7271
27712.0000 459 333 0.7255
27746.0000 460 333 0.7239
27753.0000 460 334 0.7261
27766.0000 461 334 0.7245
27770.8000 461 335 0.7267
27803.6000 461 336 0.7289
27844.0000 462 336 0.7273
27943.0000 463 336 0.7257
27992.0000 464 336 0.7241
28014.0000 465 336 0.7226
28031.7000 465 337 0.7247
28033.0000 465 338 0.7269
28034.7000 465 339 0.7290
28043.5000 465 340 0.7312
28071.0000 466 340 0.7296
28077.6000 466 341 0.7318
28163.4000 466 342 0.7339
28184.0000 467 342 0.7323
28214.9000 467 343 0.7345
28236.9000 467 344 0.7366
28302.0000 468 344 0.7350
28325.5000 468 345 0.7372
28344.0000 469 345 0.7356
28356.0000 470 345 0.7340
28356.1000 470 346 0.7362
28421.0000 471 346 0.7346
28445.9000 471 347 0.7367
28457.0000 471 348 0.7389
28525.5000 471 349 0.7410
28532.0000 472 349 0.7394
28540.0000 472 350 0.7415
28627.0000 473 350 0.7400
28673.0000 474 350 0.7384
28712.2000 474 351 0.7405
28769.0000 475 351 0.7389
28822.1000 475 352 0.7411
28842.5000 475 353 0.7432
28851.0000 476 353 0.7416
28885.9000 476 354 0.7437
28942.0000 477 354 0.7421
28981.0000 477 355 0.7442
29021.0000 477 356 0.7463
29024.3000 477 357 0.7484
29027.0000 478 357 0.7469
29057.0000 479 357 0.7453
29142.7000 479 358 0.7474
29175.0000 480 358 0.7458
29186.9000 480 359 0.7479
29192.3000 480 360 0.7500
29208.8000 480 361 0.7521
29235.0000 481 361 0.7505
29245.3000 481 362 0.7526
29248.6000 481 363 0.7547
29268.0000 482 363 0.7531
29349.0000 483 363 0.7516
29454.0000 484 363 0.7500
29471.0000 485 363 0.7485
29476.1000 485 364 0.7505
29495.0000 486 364 0.7490
29509.0000 487 364 0.7474
29552.0000 488 364 0.7459
29593.0000 489 364 0.7444
29608.1000 489 365 0.7464
29609.0000 490 365 0.7449
29615.0000 491 365 0.7434
29675.0000 491 366 0.7454
29709.3000 491 367 0.7475
29719.0000 492 367 0.7459
29784.0000 492 368 0.7480
29788.7000 492 369 0.7500
29789.2000 492 370 0.7520
29817.0000 493 370 0.7505
29917.8000 493 371 0.7525
29920.0000 494 371 0.7510
29940.6000 494 372 0.7530
29985.1000 494 373 0.7551
30001.5000 494 374 0.7571
30014.0000 495 374 0.7556
30031.0000 496 374 0.7540
30074.0000 497 374 0.7525
30075.6000 497 375 0.7545
30103.0000 498 375 0.7530
30107.4000 498 376 0.7550
30134.0000 498 377 0.7570
30137.2000 498 378 0.7590
30139.3000 498 379 0.7610
30181.2000 498 380 0.7631
30203.0000 499 380 0.7615
30238.0000 500 380 0.7600
30247.0000 501 380 0.7585
30247.4000 501 381 0.7605
30251.0000 502 381 0.7590
30314.0000 503 381 0.7575
30397.0000 504 381 0.7560
30415.0000 505 381 0.7545
30425.0000 506 381 0.7530
30455.9000 506 382 0.7549
30482.6000 506 383 0.7569
30513.0000 507 383 0.7554
30570.0000 508 383 0.7539
30590.6000 508 384 0.7559
30623.2000 508 385 0.7579
30658.7000 508 386 0.7598
30685.0000 509 386 0.7583
30695.8000 509 387 0.7603
30719.0000 510 387 0.7588
30724.9000 510 388 0.7608
30789.0000 511 388 0.7593
30835.8000 511 389 0.7613
30843.2000 511 390 0.7632
30879.0000 512 390 0.7617
30886.0000 513 390 0.7602
31005.0000 514 390 0.7588
31043.0000 515 390 0.7573
31070.0000 516 390 0.7558
31130.0000 517 390 0.7544
31222.6000 517 391 0.7563
31225.0000 518 391 0.7548
31262.0000 519 391 0.7534
31264.1000 519 392 0.7553
31280.4000 519 393 0.7572
31318.0000 520 393 0.7558
31352.2000 520 394 0.7577
31404.0000 521 394 0.7562
31410.8000 521 395 0.7582
31450.0000 522 395 0.7567
31475.0000 522 396 0.7586
31475.6000 522 397 0.7605
31493.5000 522 398 0.7625
31520.0000 523 398 0.7610
31551.0000 524 398 0.7595
31576.0000 525 398 0.7581
31592.0000 526 398 0.7567
31601.5000 526 399 0.7586
31632.0000 527 399 0.7571
31647.0000 528 399 0.7557
31743.0000 529 399 0.7543
31776.9000 529 400 0.7561
31779.9000 529 401 0.7580
31786.0000 530 401 0.7566
31791.0000 531 401 0.7552
